SUMLEV,STATE,COUNTY,PLACE,NAME,STNAME,POPESTIMATE2019
40,1,0,0,Alabama,Alabama,4903185
162,1,0,124,Abbeville city,Alabama,2560
162,1,0,460,Adamsville city,Alabama,4281
162,1,0,484,Addison town,Alabama,718
162,1,0,676,Akron town,Alabama,328
162,1,0,820,Alabaster city,Alabama,33487
162,1,0,988,Albertville city,Alabama,21711
162,1,0,1132,Alexander City city,Alabama,14317
162,1,0,1228,Aliceville city,Alabama,2254
162,1,0,1396,Allgood town,Alabama,650
162,1,0,1660,Altoona town,Alabama,913
162,1,0,1708,Andalusia city,Alabama,8680
162,1,0,1756,Anderson town,Alabama,267
162,1,0,1852,Anniston city,Alabama,21287
162,1,0,2116,Arab city,Alabama,8383
162,1,0,2260,Ardmore town,Alabama,1463
162,1,0,2320,Argo town,Alabama,4348
162,1,0,2428,Ariton town,Alabama,739
162,1,0,2500,Arley town,Alabama,345
162,1,0,2836,Ashford town,Alabama,2181
162,1,0,2860,Ashland town,Alabama,1895
162,1,0,2908,Ashville city,Alabama,2365
162,1,0,2956,Athens city,Alabama,27366
162,1,0,3004,Atmore city,Alabama,9107
162,1,0,3028,Attalla city,Alabama,5771
162,1,0,3076,Auburn city,Alabama,66259
162,1,0,3220,Autaugaville town,Alabama,871
162,1,0,3364,Avon town,Alabama,510
162,1,0,3556,Babbie town,Alabama,596
162,1,0,3676,Baileyton town,Alabama,619
162,1,0,3724,Bakerhill town,Alabama,252
162,1,0,3940,Banks town,Alabama,164
162,1,0,4660,Bay Minette city,Alabama,9354
162,1,0,4684,Bayou La Batre city,Alabama,2479
162,1,0,4852,Bear Creek town,Alabama,1068
162,1,0,4900,Beatrice town,Alabama,278
162,1,0,4948,Beaverton town,Alabama,187
162,1,0,5164,Belk town,Alabama,204
162,1,0,5692,Benton town,Alabama,41
162,1,0,5812,Berlin town,Alabama,460
162,1,0,5932,Berry town,Alabama,1095
162,1,0,5980,Bessemer city,Alabama,26472
162,1,0,6460,Billingsley town,Alabama,142
162,1,0,7000,Birmingham city,Alabama,209403
162,1,0,7120,Black town,Alabama,203
162,1,0,7456,Blountsville town,Alabama,1670
162,1,0,7672,Blue Springs town,Alabama,87
162,1,0,7912,Boaz city,Alabama,9704
162,1,0,8104,Boligee town,Alabama,280
162,1,0,8248,Bon Air town,Alabama,110
162,1,0,9016,Brantley town,Alabama,768
162,1,0,9136,Brent city,Alabama,4747
162,1,0,9208,Brewton city,Alabama,5210
162,1,0,9328,Bridgeport city,Alabama,2297
162,1,0,9400,Brighton city,Alabama,2775
162,1,0,9424,Brilliant town,Alabama,873
162,1,0,9736,Brookside town,Alabama,1329
162,1,0,9808,Brookwood town,Alabama,1848
162,1,0,10240,Brundidge city,Alabama,1902
162,1,0,11032,Butler town,Alabama,1721
162,1,0,11416,Calera city,Alabama,14717
162,1,0,11512,Camden city,Alabama,1765
162,1,0,11680,Camp Hill town,Alabama,950
162,1,0,12016,Carbon Hill city,Alabama,1892
162,1,0,12040,Cardiff town,Alabama,55
162,1,0,12160,Carolina town,Alabama,295
162,1,0,12304,Carrollton town,Alabama,943
162,1,0,12496,Castleberry town,Alabama,540
162,1,0,12760,Cedar Bluff town,Alabama,1823
162,1,0,13264,Center Point city,Alabama,16110
162,1,0,13648,Centre city,Alabama,3542
162,1,0,13672,Centreville city,Alabama,2609
162,1,0,14008,Chatom town,Alabama,1182
162,1,0,14104,Chelsea city,Alabama,14126
162,1,0,14152,Cherokee town,Alabama,1008
162,1,0,14392,Chickasaw city,Alabama,5702
162,1,0,14464,Childersburg city,Alabama,4837
162,1,0,15064,Citronelle city,Alabama,3861
162,1,0,15136,Clanton city,Alabama,8794
162,1,0,15256,Clay city,Alabama,9923
162,1,0,15304,Clayhatchee town,Alabama,585
162,1,0,15376,Clayton town,Alabama,2847
162,1,0,15472,Cleveland town,Alabama,1306
162,1,0,15640,Clio city,Alabama,1274
162,1,0,16000,Coaling town,Alabama,1663
162,1,0,16240,Coffee Springs town,Alabama,214
162,1,0,16264,Coffeeville town,Alabama,322
162,1,0,16312,Coker town,Alabama,964
162,1,0,16600,Collinsville town,Alabama,2009
162,1,0,16684,Colony town,Alabama,289
162,1,0,16744,Columbia town,Alabama,737
162,1,0,16768,Columbiana city,Alabama,4550
162,1,0,17176,Coosada town,Alabama,1298
162,1,0,17368,Cordova city,Alabama,1850
162,1,0,17824,Cottonwood town,Alabama,1255
162,1,0,17968,County Line town,Alabama,265
162,1,0,18040,Courtland town,Alabama,588
162,1,0,18088,Cowarts town,Alabama,2079
162,1,0,18304,Creola city,Alabama,2036
162,1,0,18856,Crossville town,Alabama,1857
162,1,0,18952,Cuba town,Alabama,290
162,1,0,18976,Cullman city,Alabama,16034
162,1,0,19216,Cusseta town,Alabama,124
162,1,0,19336,Dadeville city,Alabama,3053
162,1,0,19360,Daleville city,Alabama,5102
162,1,0,19648,Daphne city,Alabama,26869
162,1,0,19744,Dauphin Island town,Alabama,1335
162,1,0,19816,Daviston town,Alabama,210
162,1,0,19912,Dayton town,Alabama,46
162,1,0,20008,Deatsville town,Alabama,1237
162,1,0,20104,Decatur city,Alabama,54445
162,1,0,20296,Demopolis city,Alabama,6612
162,1,0,20392,Detroit town,Alabama,220
162,1,0,20955,Dodge City town,Alabama,623
162,1,0,21136,Dora city,Alabama,1905
162,1,0,21184,Dothan city,Alabama,68941
162,1,0,21280,Double Springs town,Alabama,1062
162,1,0,21328,Douglas town,Alabama,778
162,1,0,21448,Dozier town,Alabama,320
162,1,0,21952,Dutton town,Alabama,314
162,1,0,22216,East Brewton city,Alabama,2356
162,1,0,22816,Eclectic town,Alabama,1013
162,1,0,23176,Edwardsville town,Alabama,196
162,1,0,23296,Elba city,Alabama,3811
162,1,0,23320,Elberta town,Alabama,1746
162,1,0,23344,Eldridge town,Alabama,123
162,1,0,23488,Elkmont town,Alabama,510
162,1,0,23656,Elmore town,Alabama,1348
162,1,0,23872,Emelle town,Alabama,48
162,1,0,24184,Enterprise city,Alabama,28376
162,1,0,24256,Epes town,Alabama,329
162,1,0,24472,Ethelsville town,Alabama,73
162,1,0,24568,Eufaula city,Alabama,11709
162,1,0,24664,Eutaw town,Alabama,2603
162,1,0,24688,Eva town,Alabama,499
162,1,0,24808,Evergreen city,Alabama,3526
162,1,0,24880,Excel town,Alabama,632
162,1,0,25120,Fairfield city,Alabama,10568
162,1,0,25240,Fairhope city,Alabama,22677
162,1,0,25384,Fairview town,Alabama,463
162,1,0,25648,Falkville town,Alabama,1257
162,1,0,25816,Faunsdale town,Alabama,92
162,1,0,25840,Fayette city,Alabama,4275
162,1,0,26200,Five Points town,Alabama,143
162,1,0,26824,Flomaton town,Alabama,1393
162,1,0,26848,Florala town,Alabama,1906
162,1,0,26896,Florence city,Alabama,40797
162,1,0,26992,Foley city,Alabama,20391
162,1,0,27376,Forkland town,Alabama,588
162,1,0,27520,Fort Deposit town,Alabama,1155
162,1,0,27616,Fort Payne city,Alabama,14074
162,1,0,28024,Franklin town,Alabama,512
162,1,0,28312,Frisco City town,Alabama,1153
162,1,0,28432,Fruithurst town,Alabama,280
162,1,0,28504,Fulton town,Alabama,246
162,1,0,28552,Fultondale city,Alabama,9284
162,1,0,28672,Fyffe town,Alabama,1045
162,1,0,28696,Gadsden city,Alabama,35000
162,1,0,28768,Gainesville town,Alabama,183
162,1,0,28936,Gantt town,Alabama,215
162,1,0,29032,Garden City town,Alabama,501
162,1,0,29056,Gardendale city,Alabama,14177
162,1,0,29296,Gaylesville town,Alabama,141
162,1,0,29392,Geiger town,Alabama,151
162,1,0,29464,Geneva city,Alabama,4289
162,1,0,29560,Georgiana town,Alabama,1608
162,1,0,29608,Geraldine town,Alabama,898
162,1,0,29704,Gilbertown town,Alabama,193
162,1,0,29944,Glen Allen town,Alabama,480
162,1,0,29992,Glencoe city,Alabama,5071
162,1,0,30160,Glenwood town,Alabama,183
162,1,0,30448,Goldville town,Alabama,54
162,1,0,30496,Good Hope city,Alabama,2362
162,1,0,30640,Goodwater town,Alabama,1315
162,1,0,30736,Gordo town,Alabama,1614
162,1,0,30760,Gordon town,Alabama,325
162,1,0,30808,Gordonville town,Alabama,278
162,1,0,30880,Goshen town,Alabama,255
162,1,0,31096,Grant town,Alabama,916
162,1,0,31384,Graysville city,Alabama,2092
162,1,0,31720,Greensboro city,Alabama,2268
162,1,0,31912,Greenville city,Alabama,7395
162,1,0,32056,Grimes town,Alabama,556
162,1,0,32080,Grove Hill town,Alabama,1738
162,1,0,32224,Guin city,Alabama,2275
162,1,0,32272,Gulf Shores city,Alabama,12757
162,1,0,32416,Guntersville city,Alabama,8571
162,1,0,32440,Gurley town,Alabama,812
162,1,0,32536,Gu-Win town,Alabama,174
162,1,0,32560,Hackleburg town,Alabama,1258
162,1,0,32656,Haleburg town,Alabama,100
162,1,0,32704,Haleyville city,Alabama,4142
162,1,0,32848,Hamilton city,Alabama,6606
162,1,0,32896,Hammondville town,Alabama,495
162,1,0,32968,Hanceville city,Alabama,3461
162,1,0,33256,Harpersville town,Alabama,1727
162,1,0,33424,Hartford city,Alabama,2578
162,1,0,33448,Hartselle city,Alabama,14466
162,1,0,33640,Hayden town,Alabama,1343
162,1,0,33712,Hayneville town,Alabama,784
162,1,0,33856,Headland city,Alabama,4712
162,1,0,33904,Heath town,Alabama,256
162,1,0,33976,Heflin city,Alabama,3409
162,1,0,34024,Helena city,Alabama,19925
162,1,0,34096,Henagar city,Alabama,2363
162,1,0,34480,Highland Lake town,Alabama,410
162,1,0,34816,Hillsboro town,Alabama,521
162,1,0,35152,Hobson City town,Alabama,755
162,1,0,35200,Hodges town,Alabama,283
162,1,0,35392,Hokes Bluff city,Alabama,4257
162,1,0,35560,Holly Pond town,Alabama,826
162,1,0,35632,Hollywood town,Alabama,984
162,1,0,35800,Homewood city,Alabama,25377
162,1,0,35896,Hoover city,Alabama,85768
162,1,0,36088,Horn Hill town,Alabama,229
162,1,0,36448,Hueytown city,Alabama,15322
162,1,0,37000,Huntsville city,Alabama,200574
162,1,0,37096,Hurtsboro town,Alabama,589
162,1,0,37264,Hytop town,Alabama,422
162,1,0,37312,Ider town,Alabama,718
162,1,0,37465,Indian Springs Village city,Alabama,2559
162,1,0,37864,Irondale city,Alabama,12893
162,1,0,38152,Jackson city,Alabama,4642
162,1,0,38248,Jacksons' Gap town,Alabama,827
162,1,0,38272,Jacksonville city,Alabama,12544
162,1,0,38416,Jasper city,Alabama,13431
162,1,0,38608,Jemison city,Alabama,2672
162,1,0,39280,Kansas town,Alabama,211
162,1,0,39472,Kellyton town,Alabama,198
162,1,0,39520,Kennedy town,Alabama,421
162,1,0,39784,Killen town,Alabama,955
162,1,0,39856,Kimberly city,Alabama,3593
162,1,0,40072,Kinsey town,Alabama,2267
162,1,0,40096,Kinston town,Alabama,547
162,1,0,40672,La Fayette city,Alabama,2910
162,1,0,40888,Lakeview town,Alabama,139
162,1,0,40928,Lake View town,Alabama,2671
162,1,0,41296,Lanett city,Alabama,6151
162,1,0,41368,Langston town,Alabama,262
162,1,0,41968,Leeds city,Alabama,12040
162,1,0,42016,Leesburg town,Alabama,1013
162,1,0,42160,Leighton town,Alabama,756
162,1,0,42352,Lester town,Alabama,131
162,1,0,42472,Level Plains town,Alabama,2002
162,1,0,42640,Lexington town,Alabama,709
162,1,0,42808,Libertyville town,Alabama,113
162,1,0,43120,Lincoln city,Alabama,6781
162,1,0,43240,Linden city,Alabama,1880
162,1,0,43264,Lineville city,Alabama,2249
162,1,0,43336,Lipscomb city,Alabama,2139
162,1,0,43384,Lisman town,Alabama,493
162,1,0,43648,Littleville town,Alabama,992
162,1,0,43720,Livingston city,Alabama,3260
162,1,0,43744,Loachapoka town,Alabama,198
162,1,0,43816,Lockhart town,Alabama,504
162,1,0,43888,Locust Fork town,Alabama,1197
162,1,0,44344,Louisville town,Alabama,462
162,1,0,44536,Lowndesboro town,Alabama,93
162,1,0,44608,Loxley town,Alabama,3049
162,1,0,44728,Luverne city,Alabama,2744
162,1,0,44800,Lynn town,Alabama,635
162,1,0,45472,McIntosh town,Alabama,215
162,1,0,45496,McKenzie town,Alabama,492
162,1,0,45640,McMullen town,Alabama,9
162,1,0,45784,Madison city,Alabama,51593
162,1,0,45904,Madrid town,Alabama,290
162,1,0,46072,Magnolia Springs town,Alabama,823
162,1,0,46264,Malvern town,Alabama,1463
162,1,0,46504,Maplesville town,Alabama,700
162,1,0,46696,Margaret town,Alabama,5137
162,1,0,46768,Marion city,Alabama,3123
162,1,0,47728,Maytown town,Alabama,371
162,1,0,48052,Memphis town,Alabama,26
162,1,0,48064,Mentone town,Alabama,368
162,1,0,48376,Midfield city,Alabama,5002
162,1,0,48400,Midland City town,Alabama,2358
162,1,0,48424,Midway town,Alabama,466
162,1,0,48712,Millbrook city,Alabama,15896
162,1,0,48808,Millport town,Alabama,980
162,1,0,48832,Millry town,Alabama,497
162,1,0,50000,Mobile city,Alabama,188720
162,1,0,50192,Monroeville city,Alabama,5718
162,1,0,50312,Montevallo city,Alabama,6738
162,1,0,51000,Montgomery city,Alabama,198525
162,1,0,51096,Moody city,Alabama,13065
162,1,0,51264,Mooresville town,Alabama,61
162,1,0,51456,Morris town,Alabama,2149
162,1,0,51520,Mosses town,Alabama,874
162,1,0,51600,Moulton city,Alabama,3241
162,1,0,51648,Moundville town,Alabama,2459
162,1,0,51696,Mountain Brook city,Alabama,20297
162,1,0,52608,Mount Vernon town,Alabama,1495
162,1,0,52776,Mulga town,Alabama,810
162,1,0,52848,Munford town,Alabama,1348
162,1,0,53016,Muscle Shoals city,Alabama,14575
162,1,0,53112,Myrtlewood town,Alabama,116
162,1,0,53256,Napier Field town,Alabama,344
162,1,0,53376,Natural Bridge town,Alabama,35
162,1,0,53400,Nauvoo town,Alabama,202
162,1,0,53448,Nectar town,Alabama,341
162,1,0,53472,Needham town,Alabama,85
162,1,0,53784,Newbern town,Alabama,173
162,1,0,53856,New Brockton town,Alabama,1261
162,1,0,54168,New Hope city,Alabama,2916
162,1,0,54432,New Site town,Alabama,760
162,1,0,54480,Newton town,Alabama,1456
162,1,0,54600,Newville town,Alabama,512
162,1,0,55044,North Courtland town,Alabama,620
162,1,0,55152,North Johns town,Alabama,145
162,1,0,55200,Northport city,Alabama,26115
162,1,0,55440,Notasulga town,Alabama,823
162,1,0,55752,Oak Grove town,Alabama,521
162,1,0,55848,Oak Hill town,Alabama,23
162,1,0,55992,Oakman town,Alabama,724
162,1,0,56400,Odenville town,Alabama,3893
162,1,0,56472,Ohatchee town,Alabama,1153
162,1,0,57000,Oneonta city,Alabama,6577
162,1,0,57024,Onycha town,Alabama,186
162,1,0,57048,Opelika city,Alabama,30908
162,1,0,57120,Opp city,Alabama,6390
162,1,0,57144,Orange Beach city,Alabama,6235
162,1,0,57240,Orrville town,Alabama,168
162,1,0,57504,Owens Cross Roads town,Alabama,2129
162,1,0,57576,Oxford city,Alabama,21225
162,1,0,57648,Ozark city,Alabama,14284
162,1,0,57696,Paint Rock town,Alabama,197
162,1,0,58272,Parrish town,Alabama,937
162,1,0,58848,Pelham city,Alabama,23911
162,1,0,58896,Pell City city,Alabama,14045
162,1,0,58968,Pennington town,Alabama,204
162,1,0,59088,Perdido Beach town,Alabama,649
162,1,0,59328,Petrey town,Alabama,56
162,1,0,59472,Phenix City city,Alabama,36487
162,1,0,59496,Phil Campbell town,Alabama,1071
162,1,0,59592,Pickensville town,Alabama,578
162,1,0,59640,Piedmont city,Alabama,4535
162,1,0,59760,Pike Road town,Alabama,10159
162,1,0,59832,Pinckard town,Alabama,630
162,1,0,59880,Pine Apple town,Alabama,132
162,1,0,60240,Pine Hill town,Alabama,852
162,1,0,60372,Pine Ridge town,Alabama,284
162,1,0,60648,Pinson city,Alabama,7106
162,1,0,60720,Pisgah town,Alabama,692
162,1,0,61008,Pleasant Grove city,Alabama,9604
162,1,0,61038,Pleasant Groves town,Alabama,404
162,1,0,61536,Pollard town,Alabama,136
162,1,0,62075,Powell town,Alabama,967
162,1,0,62328,Prattville city,Alabama,35957
162,1,0,62472,Priceville town,Alabama,3794
162,1,0,62496,Prichard city,Alabama,21428
162,1,0,62688,Providence town,Alabama,197
162,1,0,63216,Ragland town,Alabama,1722
162,1,0,63288,Rainbow City city,Alabama,9611
162,1,0,63336,Rainsville city,Alabama,5123
162,1,0,63408,Ranburne town,Alabama,398
162,1,0,63576,Red Bay city,Alabama,3085
162,1,0,63768,Red Level town,Alabama,478
162,1,0,63984,Reece City town,Alabama,627
162,1,0,64104,Reform town,Alabama,1552
162,1,0,64152,Rehobeth town,Alabama,1657
162,1,0,64368,Repton town,Alabama,258
162,1,0,64656,Ridgeville town,Alabama,110
162,1,0,64776,River Falls town,Alabama,535
162,1,0,64920,Riverside city,Alabama,2377
162,1,0,65016,Riverview town,Alabama,181
162,1,0,65040,Roanoke city,Alabama,5913
162,1,0,65208,Robertsdale city,Alabama,6815
162,1,0,65472,Rockford town,Alabama,436
162,1,0,66216,Rogersville town,Alabama,1251
162,1,0,66408,Rosa town,Alabama,319
162,1,0,67056,Russellville city,Alabama,9737
162,1,0,67176,Rutledge town,Alabama,449
162,1,0,67536,St. Florian town,Alabama,670
162,1,0,67800,Samson city,Alabama,1854
162,1,0,67920,Sand Rock town,Alabama,569
162,1,0,68016,Sanford town,Alabama,254
162,1,0,68160,Saraland city,Alabama,14649
162,1,0,68280,Sardis City town,Alabama,1775
162,1,0,68352,Satsuma city,Alabama,6190
162,1,0,68736,Scottsboro city,Alabama,14436
162,1,0,69000,Section town,Alabama,740
162,1,0,69120,Selma city,Alabama,17231
162,1,0,69240,Semmes city,Alabama,5594
162,1,0,69648,Sheffield city,Alabama,8901
162,1,0,69840,Shiloh town,Alabama,281
162,1,0,70128,Shorter town,Alabama,395
162,1,0,70416,Silas town,Alabama,430
162,1,0,70536,Silverhill town,Alabama,1170
162,1,0,70704,Sipsey town,Alabama,401
162,1,0,70896,Skyline town,Alabama,838
162,1,0,71040,Slocomb city,Alabama,1898
162,1,0,71190,Smiths Station city,Alabama,5391
162,1,0,71280,Snead town,Alabama,838
162,1,0,71496,Somerville town,Alabama,773
162,1,0,71832,Southside city,Alabama,8905
162,1,0,71900,South Vinemont town,Alabama,745
162,1,0,71976,Spanish Fort city,Alabama,9214
162,1,0,72600,Springville city,Alabama,4304
162,1,0,72888,Steele town,Alabama,1089
162,1,0,73080,Stevenson city,Alabama,1951
162,1,0,73728,Sulligent city,Alabama,1834
162,1,0,73848,Sumiton city,Alabama,2332
162,1,0,73872,Summerdale town,Alabama,1681
162,1,0,74160,Susan Moore town,Alabama,776
162,1,0,74304,Sweet Water town,Alabama,244
162,1,0,74352,Sylacauga city,Alabama,12034
162,1,0,74400,Sylvania town,Alabama,1894
162,1,0,74424,Sylvan Springs town,Alabama,1492
162,1,0,74592,Talladega city,Alabama,15457
162,1,0,74616,Talladega Springs town,Alabama,159
162,1,0,74688,Tallassee city,Alabama,4502
162,1,0,74976,Tarrant city,Alabama,6109
162,1,0,75096,Taylor town,Alabama,2428
162,1,0,75936,Thomaston town,Alabama,381
162,1,0,75960,Thomasville city,Alabama,3836
162,1,0,76080,Thorsby town,Alabama,2057
162,1,0,76584,Town Creek town,Alabama,1039
162,1,0,76632,Toxey town,Alabama,124
162,1,0,76680,Trafford town,Alabama,617
162,1,0,76824,Triana town,Alabama,949
162,1,0,76872,Trinity town,Alabama,2477
162,1,0,76920,Troy city,Alabama,18957
162,1,0,76944,Trussville city,Alabama,22635
162,1,0,77256,Tuscaloosa city,Alabama,101129
162,1,0,77280,Tuscumbia city,Alabama,8461
162,1,0,77304,Tuskegee city,Alabama,8142
162,1,0,77352,Twin town,Alabama,392
162,1,0,77616,Union town,Alabama,209
162,1,0,77784,Union Grove town,Alabama,79
162,1,0,77880,Union Springs city,Alabama,3410
162,1,0,77904,Uniontown town,Alabama,2227
162,1,0,78204,Valley city,Alabama,9141
162,1,0,78232,Valley Grande city,Alabama,3570
162,1,0,78240,Valley Head town,Alabama,549
162,1,0,78264,Vance town,Alabama,1654
162,1,0,78480,Vernon city,Alabama,1850
162,1,0,78552,Vestavia Hills city,Alabama,34413
162,1,0,78984,Vina town,Alabama,356
162,1,0,79008,Vincent town,Alabama,2213
162,1,0,79272,Vredenburgh town,Alabama,290
162,1,0,79344,Wadley town,Alabama,714
162,1,0,79488,Waldo town,Alabama,272
162,1,0,79728,Walnut Grove town,Alabama,700
162,1,0,79944,Warrior city,Alabama,3210
162,1,0,80064,Waterloo town,Alabama,197
162,1,0,80256,Waverly town,Alabama,144
162,1,0,80352,Weaver city,Alabama,3061
162,1,0,80376,Webb town,Alabama,1477
162,1,0,80496,Wedowee town,Alabama,794
162,1,0,80928,West Blocton town,Alabama,1252
162,1,0,81336,West Jefferson town,Alabama,421
162,1,0,81504,Westover town,Alabama,1726
162,1,0,81528,West Point town,Alabama,609
162,1,0,81720,Wetumpka city,Alabama,8371
162,1,0,81912,White Hall town,Alabama,751
162,1,0,82848,Wilsonville town,Alabama,2056
162,1,0,82872,Wilton town,Alabama,681
162,1,0,82992,Winfield city,Alabama,4519
162,1,0,83400,Woodland town,Alabama,182
162,1,0,83640,Woodstock town,Alabama,1638
162,1,0,83664,Woodville town,Alabama,723
162,1,0,83976,Yellow Bluff town,Alabama,202
162,1,0,84096,York city,Alabama,2239
50,1,1,0,Autauga County,Alabama,55869
157,1,1,3220,Autaugaville town,Alabama,871
157,1,1,6460,Billingsley town,Alabama,142
157,1,1,48712,Millbrook city (pt.),Alabama,173
157,1,1,62328,Prattville city (pt.),Alabama,33986
157,1,1,99990,Balance of Autauga County,Alabama,20697
50,1,3,0,Baldwin County,Alabama,223234
157,1,3,4660,Bay Minette city,Alabama,9354
157,1,3,19648,Daphne city,Alabama,26869
157,1,3,23320,Elberta town,Alabama,1746
157,1,3,25240,Fairhope city,Alabama,22677
157,1,3,26992,Foley city,Alabama,20391
157,1,3,32272,Gulf Shores city,Alabama,12757
157,1,3,44608,Loxley town,Alabama,3049
157,1,3,46072,Magnolia Springs town,Alabama,823
157,1,3,57144,Orange Beach city,Alabama,6235
157,1,3,59088,Perdido Beach town,Alabama,649
157,1,3,65208,Robertsdale city,Alabama,6815
157,1,3,70536,Silverhill town,Alabama,1170
157,1,3,71976,Spanish Fort city,Alabama,9214
157,1,3,73872,Summerdale town,Alabama,1681
157,1,3,99990,Balance of Baldwin County,Alabama,99804
50,1,5,0,Barbour County,Alabama,24686
157,1,5,3724,Bakerhill town,Alabama,252
157,1,5,7672,Blue Springs town,Alabama,87
157,1,5,15376,Clayton town,Alabama,2847
157,1,5,15640,Clio city,Alabama,1274
157,1,5,24568,Eufaula city,Alabama,11709
157,1,5,44344,Louisville town,Alabama,462
157,1,5,99990,Balance of Barbour County,Alabama,8055
50,1,7,0,Bibb County,Alabama,22394
157,1,7,9136,Brent city,Alabama,4747
157,1,7,13672,Centreville city,Alabama,2609
157,1,7,78264,Vance town (pt.),Alabama,52
157,1,7,80928,West Blocton town,Alabama,1252
157,1,7,83640,Woodstock town (pt.),Alabama,1510
157,1,7,99990,Balance of Bibb County,Alabama,12224
50,1,9,0,Blount County,Alabama,57826
157,1,9,1396,Allgood town,Alabama,650
157,1,9,1660,Altoona town (pt.),Alabama,29
157,1,9,7456,Blountsville town,Alabama,1670
157,1,9,15472,Cleveland town,Alabama,1306
157,1,9,17968,County Line town (pt.),Alabama,205
157,1,9,29032,Garden City town (pt.),Alabama,0
157,1,9,33640,Hayden town,Alabama,1343
157,1,9,34480,Highland Lake town,Alabama,410
157,1,9,43888,Locust Fork town,Alabama,1197
157,1,9,53448,Nectar town,Alabama,341
157,1,9,57000,Oneonta city,Alabama,6577
157,1,9,66408,Rosa town,Alabama,319
157,1,9,71280,Snead town,Alabama,838
157,1,9,74160,Susan Moore town,Alabama,776
157,1,9,76680,Trafford town (pt.),Alabama,0
157,1,9,99990,Balance of Blount County,Alabama,42165
50,1,11,0,Bullock County,Alabama,10101
157,1,11,48424,Midway town,Alabama,466
157,1,11,77880,Union Springs city,Alabama,3410
157,1,11,99990,Balance of Bullock County,Alabama,6225
50,1,13,0,Butler County,Alabama,19448
157,1,13,29560,Georgiana town,Alabama,1608
157,1,13,31912,Greenville city,Alabama,7395
157,1,13,45496,McKenzie town (pt.),Alabama,485
157,1,13,99990,Balance of Butler County,Alabama,9960
50,1,15,0,Calhoun County,Alabama,113605
157,1,15,1852,Anniston city,Alabama,21287
157,1,15,29992,Glencoe city (pt.),Alabama,24
157,1,15,35152,Hobson City town,Alabama,755
157,1,15,38272,Jacksonville city,Alabama,12544
157,1,15,56472,Ohatchee town,Alabama,1153
157,1,15,57576,Oxford city (pt.),Alabama,17044
157,1,15,59640,Piedmont city (pt.),Alabama,4535
157,1,15,71832,Southside city (pt.),Alabama,174
157,1,15,80352,Weaver city,Alabama,3061
157,1,15,99990,Balance of Calhoun County,Alabama,53028
50,1,17,0,Chambers County,Alabama,33254
157,1,17,19216,Cusseta town,Alabama,124
157,1,17,26200,Five Points town,Alabama,143
157,1,17,40672,La Fayette city,Alabama,2910
157,1,17,41296,Lanett city,Alabama,6151
157,1,17,78204,Valley city,Alabama,9141
157,1,17,80256,Waverly town (pt.),Alabama,94
157,1,17,99990,Balance of Chambers County,Alabama,14691
50,1,19,0,Cherokee County,Alabama,26196
157,1,19,12760,Cedar Bluff town,Alabama,1823
157,1,19,13648,Centre city,Alabama,3542
157,1,19,16600,Collinsville town (pt.),Alabama,21
157,1,19,29296,Gaylesville town,Alabama,141
157,1,19,42016,Leesburg town,Alabama,1013
157,1,19,59640,Piedmont city (pt.),Alabama,0
157,1,19,67920,Sand Rock town (pt.),Alabama,541
157,1,19,99990,Balance of Cherokee County,Alabama,19115
50,1,21,0,Chilton County,Alabama,44428
157,1,21,11416,Calera city (pt.),Alabama,113
157,1,21,15136,Clanton city,Alabama,8794
157,1,21,38608,Jemison city,Alabama,2672
157,1,21,46504,Maplesville town,Alabama,700
157,1,21,76080,Thorsby town,Alabama,2057
157,1,21,99990,Balance of Chilton County,Alabama,30092
50,1,23,0,Choctaw County,Alabama,12589
157,1,23,11032,Butler town,Alabama,1721
157,1,23,29704,Gilbertown town,Alabama,193
157,1,23,43384,Lisman town,Alabama,493
157,1,23,53472,Needham town,Alabama,85
157,1,23,58968,Pennington town,Alabama,204
157,1,23,70416,Silas town,Alabama,430
157,1,23,76632,Toxey town,Alabama,124
157,1,23,99990,Balance of Choctaw County,Alabama,9339
50,1,25,0,Clarke County,Alabama,23622
157,1,25,16264,Coffeeville town,Alabama,322
157,1,25,28504,Fulton town,Alabama,246
157,1,25,32080,Grove Hill town,Alabama,1738
157,1,25,38152,Jackson city,Alabama,4642
157,1,25,75960,Thomasville city,Alabama,3836
157,1,25,99990,Balance of Clarke County,Alabama,12838
50,1,27,0,Clay County,Alabama,13235
157,1,27,2860,Ashland town,Alabama,1895
157,1,27,43264,Lineville city,Alabama,2249
157,1,27,99990,Balance of Clay County,Alabama,9091
50,1,29,0,Cleburne County,Alabama,14910
157,1,29,23176,Edwardsville town,Alabama,196
157,1,29,28432,Fruithurst town,Alabama,280
157,1,29,33976,Heflin city,Alabama,3409
157,1,29,63408,Ranburne town,Alabama,398
157,1,29,99990,Balance of Cleburne County,Alabama,10627
50,1,31,0,Coffee County,Alabama,52342
157,1,31,23296,Elba city,Alabama,3811
157,1,31,24184,Enterprise city (pt.),Alabama,27867
157,1,31,40096,Kinston town,Alabama,547
157,1,31,53856,New Brockton town,Alabama,1261
157,1,31,99990,Balance of Coffee County,Alabama,18856
50,1,33,0,Colbert County,Alabama,55241
157,1,33,14152,Cherokee town,Alabama,1008
157,1,33,42160,Leighton town,Alabama,756
157,1,33,43648,Littleville town,Alabama,992
